gene	unique	total
ENSMUSG00000057534	731	744
ENSMUSG00000033983	3322	3420
ENSMUSG00000081766	149	247
ENSMUSG00000085152	482	482
ENSMUSG00000000275	5753	5753
ENSMUSG00000000276	8481	8481
ENSMUSG00000063109	2052	2052
ENSMUSG00000072553	743	743
ENSMUSG00000088798	5	5
ENSMUSG00000086919	2055	2055
ENSMUSG00000089485	163	163
ENSMUSG00000048616	1596	1596
ENSMUSG00000085798	379	379
ENSMUSG00000047773	6036	6036
ENSMUSG00000020553	2624	2624
ENSMUSG00000069763	1668	1668
ENSMUSG00000085074	1639	1639
ENSMUSG00000077706	20	20
ENSMUSG00000110344	2002	2276
ENSMUSG00000109967	499	983
ENSMUSG00000003948	2908	3482
ENSMUSG00000003949	6672	6672
ENSMUSG00000020546	11773	11773
ENSMUSG00000083268	441	441
ENSMUSG00000081043	564	564
ENSMUSG00000020544	1322	1322
ENSMUSG00000020541	8114	8114
ENSMUSG00000088020	38	38
ENSMUSG00000085940	930	930
ENSMUSG00000083764	1483	1483
ENSMUSG00000046755	2145	2145
ENSMUSG00000081630	850	850
ENSMUSG00000093113	0	0
ENSMUSG00000081363	502	502
ENSMUSG00000081141	482	482
ENSMUSG00000087810	44	44
ENSMUSG00000056158	6447	6447
ENSMUSG00000064743	8	8
ENSMUSG00000082453	1112	1112
ENSMUSG00000080872	371	371
ENSMUSG00000054079	3593	3593
ENSMUSG00000059474	14672	14672
ENSMUSG00000020857	594	1071
ENSMUSG00000091228	94	892
ENSMUSG00000037601	3017	3338
ENSMUSG00000020859	11975	11975
ENSMUSG00000081604	0	312
ENSMUSG00000086003	1036	1036
ENSMUSG00000037573	2189	2189
ENSMUSG00000044177	3726	3726
ENSMUSG00000094091	678	678
ENSMUSG00000020863	7923	7923
ENSMUSG00000020864	4247	4249
ENSMUSG00000020865	5749	5749
ENSMUSG00000020866	10816	10816
ENSMUSG00000020867	3059	3059
ENSMUSG00000010080	4334	4334
ENSMUSG00000039110	4001	4001
ENSMUSG00000039096	4486	4486
ENSMUSG00000076435	2848	3518
ENSMUSG00000039084	1581	1581
ENSMUSG00000082945	681	681
ENSMUSG00000020869	2972	2972
ENSMUSG00000039055	2757	2757
ENSMUSG00000024414	912	1043
ENSMUSG00000020868	4165	4165
ENSMUSG00000085051	1412	1412
ENSMUSG00000056008	1582	1582
ENSMUSG00000020870	1119	1153
ENSMUSG00000075611	276	276
ENSMUSG00000075610	2281	2281
ENSMUSG00000083227	255	255
ENSMUSG00000081478	255	255
ENSMUSG00000081007	244	271
ENSMUSG00000081586	283	283
ENSMUSG00000043522	252	279
ENSMUSG00000064512	26	26
ENSMUSG00000001506	6462	6462
ENSMUSG00000089404	17	17
ENSMUSG00000001508	1732	1732
ENSMUSG00000038994	765	765
ENSMUSG00000038976	5079	5079
ENSMUSG00000047181	3475	3475
ENSMUSG00000038967	3179	3179
ENSMUSG00000087630	652	652
ENSMUSG00000001507	5731	5731
ENSMUSG00000001510	2508	2508
ENSMUSG00000020871	3170	3170
ENSMUSG00000086552	1565	1565
ENSMUSG00000083548	333	333
ENSMUSG00000085992	602	602
ENSMUSG00000020872	1152	1152
ENSMUSG00000038909	6039	6039
ENSMUSG00000085143	531	531
ENSMUSG00000085509	230	230
ENSMUSG00000038893	3070	3070
ENSMUSG00000101258	400	400
ENSMUSG00000020873	2320	2320
ENSMUSG00000057522	3265	3265
ENSMUSG00000083208	77	77
ENSMUSG00000046719	2000	2000
ENSMUSG00000000120	3347	3347
ENSMUSG00000084856	815	815
ENSMUSG00000038845	1977	2705
ENSMUSG00000097176	894	894
ENSMUSG00000045075	2151	2151
ENSMUSG00000086191	438	438
ENSMUSG00000075595	13810	15535
ENSMUSG00000075596	3025	3025
ENSMUSG00000082981	76	76
ENSMUSG00000050860	372	2091
ENSMUSG00000018381	4227	4227
ENSMUSG00000038811	2075	2075
ENSMUSG00000085578	497	497
ENSMUSG00000086015	1170	1170
ENSMUSG00000013418	1623	1623
ENSMUSG00000086255	476	476
ENSMUSG00000088854	26	26
ENSMUSG00000013415	9674	9674
ENSMUSG00000093358	0	0
ENSMUSG00000099928	323	323
ENSMUSG00000103376	724	724
ENSMUSG00000014351	587	587
ENSMUSG00000098425	116	116
ENSMUSG00000006058	2754	2772
ENSMUSG00000014349	3898	3898
ENSMUSG00000006057	4545	4831
ENSMUSG00000064795	85	85
ENSMUSG00000006056	1307	1349
ENSMUSG00000038756	3854	3854
ENSMUSG00000086337	679	679
ENSMUSG00000049604	2107	2107
ENSMUSG00000099107	0	0
ENSMUSG00000099133	37	37
ENSMUSG00000083337	381	458
ENSMUSG00000078706	4056	4056
ENSMUSG00000065546	3	3
ENSMUSG00000020875	2574	2574
ENSMUSG00000056648	2769	2769
ENSMUSG00000038721	1444	1444
ENSMUSG00000085645	556	556
ENSMUSG00000000690	1865	1865
ENSMUSG00000038700	2785	2785
ENSMUSG00000065519	11	11
ENSMUSG00000038692	2467	2467
ENSMUSG00000048763	4139	4139
ENSMUSG00000075589	436	436
ENSMUSG00000084844	4062	4062
ENSMUSG00000075588	3485	3485
ENSMUSG00000018973	2320	2320
ENSMUSG00000075587	436	456
ENSMUSG00000075586	540	540
ENSMUSG00000057058	7746	7746
ENSMUSG00000097289	2830	2830
ENSMUSG00000085242	692	692
ENSMUSG00000020876	4228	4228
ENSMUSG00000018666	4365	4365
ENSMUSG00000081249	288	288
ENSMUSG00000038615	5523	5523
ENSMUSG00000018672	2277	2277
ENSMUSG00000065515	0	0
ENSMUSG00000087117	1172	1172
ENSMUSG00000083651	708	708
ENSMUSG00000018669	4352	4352
ENSMUSG00000078700	6362	6362
ENSMUSG00000085307	2692	2705
ENSMUSG00000047040	4058	4058
ENSMUSG00000018659	3018	3018
ENSMUSG00000018678	3313	3313
ENSMUSG00000038560	3741	3741
ENSMUSG00000087067	5173	5173
ENSMUSG00000020877	2045	2045
ENSMUSG00000020878	1237	1237
ENSMUSG00000081860	356	378
ENSMUSG00000001445	1701	1701
ENSMUSG00000085262	847	847
ENSMUSG00000038534	6202	6202
ENSMUSG00000098769	8	8
ENSMUSG00000084068	295	295
ENSMUSG00000001444	2389	2389
ENSMUSG00000084368	21	21
ENSMUSG00000038517	4169	4169
ENSMUSG00000099286	0	0
ENSMUSG00000001440	6493	6493
ENSMUSG00000084936	367	367
ENSMUSG00000001441	7988	8042
ENSMUSG00000086680	538	538
ENSMUSG00000018882	2497	2497
ENSMUSG00000081958	0	63
ENSMUSG00000070337	9443	9443
ENSMUSG00000038485	7163	7163
ENSMUSG00000049807	6581	6581
ENSMUSG00000047988	1326	1326
ENSMUSG00000038453	9797	9797
ENSMUSG00000087042	1227	1227
ENSMUSG00000085860	1045	1045
ENSMUSG00000043439	2215	2215
ENSMUSG00000085586	1872	1872
ENSMUSG00000093004	0	0
ENSMUSG00000038437	7732	7732
ENSMUSG00000098881	0	0
ENSMUSG00000078695	773	773
ENSMUSG00000018537	3812	3812
ENSMUSG00000069744	2078	2198
ENSMUSG00000018547	5142	5142
ENSMUSG00000085145	637	637
ENSMUSG00000098919	40	40
ENSMUSG00000018541	4953	4953
ENSMUSG00000084168	200	213
ENSMUSG00000018543	525	525
ENSMUSG00000071415	1598	1822
ENSMUSG00000098813	0	0
ENSMUSG00000064901	38	38
ENSMUSG00000038366	6484	6513
ENSMUSG00000050538	2342	2342
ENSMUSG00000070336	2102	2102
ENSMUSG00000086917	283	283
ENSMUSG00000017417	5027	5027
ENSMUSG00000093013	0	0
ENSMUSG00000082715	345	345
ENSMUSG00000038352	1974	1974
ENSMUSG00000020882	4796	4796
ENSMUSG00000086716	285	285
ENSMUSG00000017404	522	920
ENSMUSG00000098992	0	0
ENSMUSG00000017400	3200	3200
ENSMUSG00000084079	57	57
ENSMUSG00000020883	11832	12353
ENSMUSG00000084896	54	575
ENSMUSG00000018160	8939	8939
ENSMUSG00000085897	626	643
ENSMUSG00000003119	11786	11819
ENSMUSG00000098827	0	0
ENSMUSG00000093176	0	0
ENSMUSG00000084457	8	8
ENSMUSG00000093673	1964	1964
ENSMUSG00000038255	3043	3043
ENSMUSG00000061718	2985	2985
ENSMUSG00000085944	1290	1290
ENSMUSG00000018167	3908	3908
ENSMUSG00000007877	849	849
ENSMUSG00000038216	1145	1145
ENSMUSG00000038208	3243	3243
ENSMUSG00000062312	5206	5206
ENSMUSG00000089223	0	0
ENSMUSG00000002580	648	648
ENSMUSG00000084835	661	661
ENSMUSG00000019312	3685	3685
ENSMUSG00000018168	8653	8653
ENSMUSG00000084621	35	35
ENSMUSG00000017195	1969	1969
ENSMUSG00000038150	2063	2085
ENSMUSG00000086545	803	803
ENSMUSG00000078134	886	1212
ENSMUSG00000064224	1612	1612
ENSMUSG00000017211	3272	3320
ENSMUSG00000017204	2579	2627
ENSMUSG00000017221	5151	5151
ENSMUSG00000085955	254	254
ENSMUSG00000038067	1314	1314
ENSMUSG00000017210	7110	7110
ENSMUSG00000088169	5	5
ENSMUSG00000058756	4683	4683
ENSMUSG00000020889	2975	2975
ENSMUSG00000052915	5430	5430
ENSMUSG00000075576	1722	1722
ENSMUSG00000078676	4256	4256
ENSMUSG00000038020	5576	5576
ENSMUSG00000038013	7954	7954
ENSMUSG00000088485	5	5
ENSMUSG00000017499	5310	5322
ENSMUSG00000037992	4360	4360
ENSMUSG00000064491	8	8
ENSMUSG00000047197	738	738
ENSMUSG00000020914	9120	9143
ENSMUSG00000077285	16	16
ENSMUSG00000065262	0	23
ENSMUSG00000017493	4411	4411
ENSMUSG00000017607	5065	5065
ENSMUSG00000037944	1879	1879
ENSMUSG00000037935	6011	6753
ENSMUSG00000035849	3289	3289
ENSMUSG00000020913	1748	1748
ENSMUSG00000083666	421	421
ENSMUSG00000035831	1879	1890
ENSMUSG00000075570	3665	3665
ENSMUSG00000017588	1440	1451
ENSMUSG00000055937	1525	1525
ENSMUSG00000019761	2113	2113
ENSMUSG00000087692	318	318
ENSMUSG00000020912	1753	1753
ENSMUSG00000084890	6038	6038
ENSMUSG00000035775	1828	1828
ENSMUSG00000006777	1466	1466
ENSMUSG00000064165	1534	1534
ENSMUSG00000059169	1318	1318
ENSMUSG00000069722	403	637
ENSMUSG00000069721	698	932
ENSMUSG00000078132	201	201
ENSMUSG00000047564	505	505
ENSMUSG00000047253	942	942
ENSMUSG00000075567	494	494
ENSMUSG00000078131	780	780
ENSMUSG00000049809	660	660
ENSMUSG00000057674	416	564
ENSMUSG00000058725	100	297
ENSMUSG00000060756	467	729
ENSMUSG00000062278	439	718
ENSMUSG00000063251	882	916
ENSMUSG00000044649	874	875
ENSMUSG00000045109	885	885
ENSMUSG00000078130	631	631
ENSMUSG00000069718	896	913
ENSMUSG00000082020	111	111
ENSMUSG00000075566	769	819
ENSMUSG00000082900	825	909
ENSMUSG00000082344	24	24
ENSMUSG00000078276	54	54
ENSMUSG00000083581	38	38
ENSMUSG00000078270	54	54
ENSMUSG00000078269	0	0
ENSMUSG00000078263	69	69
ENSMUSG00000078668	1018	1101
ENSMUSG00000089724	757	884
ENSMUSG00000078262	960	960
ENSMUSG00000078261	980	980
ENSMUSG00000078260	184	770
ENSMUSG00000078259	201	791
ENSMUSG00000048294	266	716
ENSMUSG00000078258	483	592
ENSMUSG00000078257	1166	1166
ENSMUSG00000082531	189	189
ENSMUSG00000046474	855	855
ENSMUSG00000065007	0	8
ENSMUSG00000069717	791	1046
ENSMUSG00000090225	636	997
ENSMUSG00000070335	691	945
ENSMUSG00000059845	625	944
ENSMUSG00000082993	104	104
ENSMUSG00000070334	613	874
ENSMUSG00000078256	822	822
ENSMUSG00000086688	733	849
ENSMUSG00000051481	575	836
ENSMUSG00000078255	978	978
ENSMUSG00000082798	318	318
ENSMUSG00000081547	141	141
ENSMUSG00000078254	930	930
ENSMUSG00000078253	1789	1789
ENSMUSG00000082591	360	360
ENSMUSG00000078252	662	662
ENSMUSG00000035592	1765	1961
ENSMUSG00000057723	1422	1482
ENSMUSG00000043485	1245	1510
ENSMUSG00000048981	1274	1482
ENSMUSG00000087581	2297	2297
ENSMUSG00000046095	1622	1622
ENSMUSG00000048013	2488	2491
ENSMUSG00000020916	1572	1572
ENSMUSG00000086702	371	371
ENSMUSG00000044041	1720	1720
ENSMUSG00000054146	1668	1668
ENSMUSG00000020911	1754	1754
ENSMUSG00000051617	2398	2398
ENSMUSG00000045545	1611	1657
ENSMUSG00000084257	555	865
ENSMUSG00000082456	258	258
ENSMUSG00000053797	1110	1466
ENSMUSG00000035557	1452	1452
ENSMUSG00000053654	1663	1663
ENSMUSG00000086163	648	648
ENSMUSG00000087265	558	558
ENSMUSG00000035530	1856	2091
ENSMUSG00000017165	361	361
ENSMUSG00000006930	3825	3825
ENSMUSG00000092509	843	843
ENSMUSG00000091478	27	312
ENSMUSG00000001552	6596	6596
ENSMUSG00000086031	214	214
ENSMUSG00000006931	2161	2161
ENSMUSG00000001555	3077	3077
ENSMUSG00000017176	3445	3445
ENSMUSG00000001558	2060	2060
ENSMUSG00000099193	0	0
ENSMUSG00000048732	2294	2294
ENSMUSG00000020917	5270	5270
ENSMUSG00000104854	0	0
ENSMUSG00000006784	6170	6170
ENSMUSG00000006782	3536	3536
ENSMUSG00000014195	5148	5148
ENSMUSG00000017837	3630	3630
ENSMUSG00000014198	3093	3093
ENSMUSG00000109112	1745	1745
ENSMUSG00000085604	1495	1495
ENSMUSG00000017830	3349	3349
ENSMUSG00000020918	3771	3771
ENSMUSG00000017832	627	627
ENSMUSG00000019173	2287	2287
ENSMUSG00000035355	3951	3951
ENSMUSG00000045471	649	649
ENSMUSG00000017747	2750	2750
ENSMUSG00000089049	189	189
ENSMUSG00000020919	5270	5535
ENSMUSG00000004043	7431	7696
ENSMUSG00000004040	10082	10082
ENSMUSG00000004044	3488	3488
ENSMUSG00000019302	6939	6939
ENSMUSG00000098415	0	0
ENSMUSG00000001751	2636	2636
ENSMUSG00000019301	1240	1240
ENSMUSG00000001755	2907	2907
ENSMUSG00000017801	2241	2241
ENSMUSG00000019303	1964	1964
ENSMUSG00000017802	3821	3821
ENSMUSG00000035198	2097	2167
ENSMUSG00000092762	0	0
ENSMUSG00000045007	1585	1655
ENSMUSG00000035172	3769	3769
ENSMUSG00000017167	5775	5775
ENSMUSG00000044052	1627	1627
ENSMUSG00000006920	7607	7607
ENSMUSG00000001240	2537	3541
ENSMUSG00000078656	886	1890
ENSMUSG00000035112	4527	4527
ENSMUSG00000085083	719	719
ENSMUSG00000017188	845	845
ENSMUSG00000078653	4417	4417
ENSMUSG00000035086	8032	8032
ENSMUSG00000084152	540	540
ENSMUSG00000078652	3036	3036
ENSMUSG00000078651	2511	2537
ENSMUSG00000019326	4586	4617
ENSMUSG00000101925	1037	1037
ENSMUSG00000083991	163	168
ENSMUSG00000082478	138	138
ENSMUSG00000076227	0	0
ENSMUSG00000078650	2315	2315
ENSMUSG00000064759	81	81
ENSMUSG00000097239	322	1979
ENSMUSG00000075528	1969	3120
ENSMUSG00000097487	1600	2106
ENSMUSG00000098600	0	0
ENSMUSG00000035007	3124	3124
ENSMUSG00000063316	1123	1498
ENSMUSG00000010358	2015	2015
ENSMUSG00000086347	234	234
ENSMUSG00000034993	2667	2667
ENSMUSG00000001313	1890	1890
ENSMUSG00000080839	197	197
ENSMUSG00000017146	8724	8724
ENSMUSG00000017119	7716	7716
ENSMUSG00000034947	3312	3312
ENSMUSG00000085486	787	787
ENSMUSG00000065820	22	92
ENSMUSG00000086617	456	456
ENSMUSG00000010362	1661	1661
ENSMUSG00000065767	0	92
ENSMUSG00000064702	0	92
ENSMUSG00000065251	0	92
ENSMUSG00000065944	0	92
ENSMUSG00000034936	1283	1283
ENSMUSG00000034931	5029	5029
ENSMUSG00000017724	3538	3538
ENSMUSG00000001493	2129	2129
ENSMUSG00000085594	311	311
ENSMUSG00000082171	282	300
ENSMUSG00000071818	1085	1085
ENSMUSG00000001494	1967	1967
ENSMUSG00000093467	505	505
ENSMUSG00000003518	4874	4874
ENSMUSG00000010841	790	790
ENSMUSG00000052373	9414	9414
ENSMUSG00000087216	351	351
ENSMUSG00000017309	2931	2931
ENSMUSG00000017314	4882	4882
ENSMUSG00000017316	497	497
ENSMUSG00000017311	628	628
ENSMUSG00000084200	226	226
ENSMUSG00000082045	0	470
ENSMUSG00000048217	3027	3027
ENSMUSG00000087339	467	467
ENSMUSG00000020921	2010	2010
ENSMUSG00000020922	2556	2682
ENSMUSG00000034793	2509	2509
ENSMUSG00000008855	10571	10583
ENSMUSG00000098863	0	12
ENSMUSG00000034773	3224	3224
ENSMUSG00000034768	2744	2744
ENSMUSG00000034757	2717	2717
ENSMUSG00000059995	4233	4233
ENSMUSG00000020923	6751	6751
ENSMUSG00000006574	4863	4863
ENSMUSG00000087330	580	580
ENSMUSG00000006575	3319	3319
ENSMUSG00000018677	3652	3652
ENSMUSG00000098774	0	0
ENSMUSG00000034708	3815	3815
ENSMUSG00000034685	3215	3215
ENSMUSG00000034664	6072	6072
ENSMUSG00000092641	152	152
ENSMUSG00000034621	8384	8384
ENSMUSG00000082487	72	72
ENSMUSG00000081677	222	222
ENSMUSG00000065657	5	5
ENSMUSG00000078640	1241	1241
ENSMUSG00000050288	3564	3564
ENSMUSG00000086105	675	675
ENSMUSG00000086283	1106	1106
ENSMUSG00000080992	689	699
ENSMUSG00000076129	0	10
ENSMUSG00000051455	4611	4611
ENSMUSG00000020925	3439	3439
ENSMUSG00000084375	493	493
ENSMUSG00000086162	926	926
ENSMUSG00000020926	5937	5937
ENSMUSG00000034520	5095	5095
ENSMUSG00000064788	38	38
ENSMUSG00000020928	825	825
ENSMUSG00000020929	8869	8869
ENSMUSG00000097410	3536	3536
ENSMUSG00000020930	1887	1887
ENSMUSG00000075510	1464	1464
ENSMUSG00000020932	4079	4079
ENSMUSG00000051378	3500	3500
ENSMUSG00000045532	1374	1374
ENSMUSG00000085338	1088	1088
ENSMUSG00000020935	2551	2551
ENSMUSG00000098613	0	0
ENSMUSG00000020936	5098	5098
ENSMUSG00000020937	3542	3542
ENSMUSG00000056938	3729	3729
ENSMUSG00000048878	3396	3396
ENSMUSG00000043372	2429	2429
ENSMUSG00000055805	5257	5257
ENSMUSG00000092371	357	357
ENSMUSG00000020940	1474	1474
ENSMUSG00000044787	1013	1013
ENSMUSG00000020941	6504	6540
ENSMUSG00000078635	612	648
ENSMUSG00000034255	6867	6867
ENSMUSG00000085887	2630	2630
ENSMUSG00000085360	1291	1291
ENSMUSG00000085733	824	824
ENSMUSG00000034247	5950	5950
ENSMUSG00000110636	129	129
ENSMUSG00000078632	9104	9520
ENSMUSG00000034239	10462	10878
ENSMUSG00000081676	765	765
ENSMUSG00000020945	1047	1047
ENSMUSG00000046215	911	911
ENSMUSG00000020946	3334	3334
ENSMUSG00000085154	681	681
ENSMUSG00000086794	341	341
ENSMUSG00000018486	4419	4419
ENSMUSG00000000125	2977	2977
ENSMUSG00000034187	8440	8440
ENSMUSG00000092540	230	230
ENSMUSG00000062421	2893	2893
ENSMUSG00000018634	2361	2361
ENSMUSG00000049506	2572	2572
ENSMUSG00000018411	8261	8261
ENSMUSG00000085134	367	367
ENSMUSG00000065379	34	34
ENSMUSG00000105413	0	0
ENSMUSG00000018412	6925	6966
ENSMUSG00000106014	5	46
ENSMUSG00000083782	313	313
ENSMUSG00000020687	6346	6346
ENSMUSG00000061086	4720	4720
ENSMUSG00000086222	186	186
ENSMUSG00000086932	518	631
ENSMUSG00000081588	1115	1228
ENSMUSG00000082706	191	191
ENSMUSG00000020689	5802	5802
ENSMUSG00000083748	1094	1094
ENSMUSG00000040838	16069	18127
ENSMUSG00000081513	842	842
ENSMUSG00000080694	490	490
ENSMUSG00000082767	592	592
ENSMUSG00000084120	942	942
ENSMUSG00000020690	770	2828
ENSMUSG00000089479	6	6
ENSMUSG00000020691	3483	3483
ENSMUSG00000088259	0	0
ENSMUSG00000075485	270	270
ENSMUSG00000081965	1746	1746
ENSMUSG00000099681	3609	3609
ENSMUSG00000020694	8345	8355
ENSMUSG00000020695	6574	6574
ENSMUSG00000078627	4227	4227
ENSMUSG00000086487	1516	1516
ENSMUSG00000086089	173	173
ENSMUSG00000053580	16959	16959
ENSMUSG00000080681	18	18
ENSMUSG00000083465	1099	1168
ENSMUSG00000081270	910	910
ENSMUSG00000019590	3934	3934
ENSMUSG00000103469	1451	1451
ENSMUSG00000085297	1427	1427
ENSMUSG00000020681	5379	5379
ENSMUSG00000101605	2115	2115
ENSMUSG00000001901	3641	3641
ENSMUSG00000049354	6032	6032
ENSMUSG00000085033	298	298
ENSMUSG00000085255	545	545
ENSMUSG00000001983	1284	1284
ENSMUSG00000020700	4018	4018
ENSMUSG00000085229	546	546
ENSMUSG00000040699	3663	3663
ENSMUSG00000075480	210	210
ENSMUSG00000069631	5688	5794
ENSMUSG00000088702	0	45
ENSMUSG00000078622	6282	6354
ENSMUSG00000020705	4129	4129
ENSMUSG00000020706	4458	4464
ENSMUSG00000020708	1391	1391
ENSMUSG00000065162	9	9
ENSMUSG00000078619	3951	3951
ENSMUSG00000020712	3798	3798
ENSMUSG00000020713	763	763
ENSMUSG00000040592	1332	1332
ENSMUSG00000001027	6843	6843
ENSMUSG00000009210	1962	1962
ENSMUSG00000001029	1899	1899
ENSMUSG00000020715	8233	8233
ENSMUSG00000065126	0	0
ENSMUSG00000105884	2	36
ENSMUSG00000080540	0	34
ENSMUSG00000040548	5573	5573
ENSMUSG00000020717	6419	6419
ENSMUSG00000040528	2962	2962
ENSMUSG00000088400	8	8
ENSMUSG00000020718	4628	4637
ENSMUSG00000020719	5850	6155
ENSMUSG00000093273	0	0
ENSMUSG00000093133	0	2
ENSMUSG00000018372	4290	4290
ENSMUSG00000084930	217	217
ENSMUSG00000018363	6376	6376
ENSMUSG00000099125	5	5
ENSMUSG00000086481	391	391
ENSMUSG00000018362	1349	3037
ENSMUSG00000083356	733	733
ENSMUSG00000078607	1631	1631
ENSMUSG00000040481	14563	14563
ENSMUSG00000087596	596	596
ENSMUSG00000018433	5586	5586
ENSMUSG00000081103	234	234
ENSMUSG00000081360	438	438
ENSMUSG00000040430	6606	6606
ENSMUSG00000081995	252	252
ENSMUSG00000086298	371	371
ENSMUSG00000087683	268	268
ENSMUSG00000085245	424	424
ENSMUSG00000087113	777	777
ENSMUSG00000020720	2647	2647
ENSMUSG00000086442	435	435
ENSMUSG00000085864	360	360
ENSMUSG00000059706	626	762
ENSMUSG00000083996	140	276
ENSMUSG00000020721	15387	15387
ENSMUSG00000098497	0	0
ENSMUSG00000020722	1150	1150
ENSMUSG00000020723	3474	3474
ENSMUSG00000087184	1046	1046
ENSMUSG00000088279	188	188
ENSMUSG00000098991	13	13
ENSMUSG00000040373	3732	3732
ENSMUSG00000050965	8891	8891
ENSMUSG00000086078	238	238
ENSMUSG00000098989	0	0
ENSMUSG00000084978	666	666
ENSMUSG00000000049	1592	1592
ENSMUSG00000084916	398	398
ENSMUSG00000082544	387	387
ENSMUSG00000020728	6766	6766
ENSMUSG00000086761	2906	2906
ENSMUSG00000081016	815	863
ENSMUSG00000083723	303	325
ENSMUSG00000085811	4447	4714
ENSMUSG00000000142	5496	5496
ENSMUSG00000086268	412	412
ENSMUSG00000081392	602	602
ENSMUSG00000064691	8	8
ENSMUSG00000078605	979	979
ENSMUSG00000081524	899	909
ENSMUSG00000020599	6289	6289
ENSMUSG00000099630	383	383
ENSMUSG00000056687	4205	4205
ENSMUSG00000020611	6322	6322
ENSMUSG00000045065	2607	2607
ENSMUSG00000020610	5539	5543
ENSMUSG00000085326	212	212
ENSMUSG00000041920	4927	4927
ENSMUSG00000080530	0	22
ENSMUSG00000020604	3802	3802
ENSMUSG00000088106	12	12
ENSMUSG00000041895	4310	4310
ENSMUSG00000086733	1233	1233
ENSMUSG00000020612	4312	4312
ENSMUSG00000020614	3724	3724
ENSMUSG00000085734	658	658
ENSMUSG00000020617	2174	2174
ENSMUSG00000087139	819	819
ENSMUSG00000087393	290	290
ENSMUSG00000020620	7422	7422
ENSMUSG00000085629	426	426
ENSMUSG00000041828	6494	6494
ENSMUSG00000041797	8045	8045
ENSMUSG00000044749	5297	5297
ENSMUSG00000018800	11676	11676
ENSMUSG00000020623	3441	3441
ENSMUSG00000085985	417	417
ENSMUSG00000051497	3892	3892
ENSMUSG00000041695	5345	5345
ENSMUSG00000082272	695	733
ENSMUSG00000082448	391	391
ENSMUSG00000081666	727	878
ENSMUSG00000086752	2906	2906
ENSMUSG00000081088	680	680
ENSMUSG00000085324	340	340
ENSMUSG00000041674	6475	6475
ENSMUSG00000000567	4036	4036
ENSMUSG00000075437	771	771
ENSMUSG00000020624	2039	2039
ENSMUSG00000087259	2218	2218
ENSMUSG00000085421	2347	2347
ENSMUSG00000041654	3735	3735
ENSMUSG00000078251	3938	3938
ENSMUSG00000047904	2140	2140
ENSMUSG00000018661	5286	5286
ENSMUSG00000041629	2470	2520
ENSMUSG00000083339	466	466
ENSMUSG00000041623	2471	2471
ENSMUSG00000018727	2531	2531
ENSMUSG00000041598	3639	3639
ENSMUSG00000083090	406	406
ENSMUSG00000041592	15485	15485
ENSMUSG00000086760	747	747
ENSMUSG00000086135	926	926
ENSMUSG00000078600	296	296
ENSMUSG00000085844	1757	1757
ENSMUSG00000075431	559	559
ENSMUSG00000081548	803	803
ENSMUSG00000062391	3394	3394
ENSMUSG00000083769	203	203
ENSMUSG00000057322	464	578
ENSMUSG00000034714	3638	3638
ENSMUSG00000034706	4728	4728
ENSMUSG00000010021	4119	4119
ENSMUSG00000000202	3561	3561
ENSMUSG00000034677	1114	1114
ENSMUSG00000051043	5561	5561
ENSMUSG00000034652	4789	4830
ENSMUSG00000083237	356	356
ENSMUSG00000063193	2986	2986
ENSMUSG00000083677	302	302
ENSMUSG00000058728	1060	1060
ENSMUSG00000034641	2511	2546
ENSMUSG00000044811	1230	1271
ENSMUSG00000089753	686	819
ENSMUSG00000069609	100	753
ENSMUSG00000089722	0	753
ENSMUSG00000069607	144	753
ENSMUSG00000048498	1989	1989
ENSMUSG00000020732	5231	5231
ENSMUSG00000047798	5400	5435
ENSMUSG00000020733	1826	1826
ENSMUSG00000015542	2320	2320
ENSMUSG00000045980	4706	4706
ENSMUSG00000020734	4938	4938
ENSMUSG00000089544	9	9
ENSMUSG00000018861	3162	3162
ENSMUSG00000044788	6571	6571
ENSMUSG00000050201	2626	2626
ENSMUSG00000045288	3207	3207
ENSMUSG00000018862	2420	2420
ENSMUSG00000034586	4863	4863
ENSMUSG00000050910	3601	3601
ENSMUSG00000018858	3907	3907
ENSMUSG00000085072	953	953
ENSMUSG00000034566	1320	1492
ENSMUSG00000016940	3246	3246
ENSMUSG00000070332	1835	1835
ENSMUSG00000093096	1	1
ENSMUSG00000085651	308	308
ENSMUSG00000045775	3979	3979
ENSMUSG00000057219	3041	3041
ENSMUSG00000020736	1331	1331
ENSMUSG00000081376	60	60
ENSMUSG00000020737	2222	2232
ENSMUSG00000020738	1612	1864
ENSMUSG00000020739	3650	3650
ENSMUSG00000020740	7346	7583
ENSMUSG00000089476	8	8
ENSMUSG00000046756	2017	2017
ENSMUSG00000020743	2391	2391
ENSMUSG00000020744	4495	4495
ENSMUSG00000097020	1358	1358
ENSMUSG00000059923	2936	3007
ENSMUSG00000084277	0	0
ENSMUSG00000083394	200	384
ENSMUSG00000089460	36	36
ENSMUSG00000084130	115	115
ENSMUSG00000020747	6056	6056
ENSMUSG00000093539	0	0
ENSMUSG00000034471	5269	5269
ENSMUSG00000020781	2792	2792
ENSMUSG00000020782	5320	5320
